category,region,domain,requirement,documentation_format,status,must_comply_by,citation_source,last_verified
Phone,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Phone,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Phone,EU/UK,warranty_documentation,Setup instructions containing safety/regulatory notices must be provided in printed form for both commercial and consumer customers in the UK.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Phone,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Phone,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Phone,US,hearing_aid_compatibility,FCC 47 CFR Section 20.19 Hearing Aid Compatibility technical requirements apply to handsets/earpieces used against the ear for telephone communication.,online,existing,Now,FCC 47 CFR Section 20.19 (Hearing Aid Compatibility) - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone,US,cybersecurity,"USA Cybersecurity: FCC-adjacent IoT Labeling Program (""Cyber Trust Mark"") is newly effective and may apply to network-connected telecom endpoint devices; effective date still TBD.",online,emerging,TBD,"ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (Americas) / FCC IoT Labeling Program (""U.S. Cyber Trust Mark"")",2026-08-01
Phone,US,trade_customs,US customs review does not include a technical-regulations check for Safety or EMC at border entry for this product category.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Phone,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Phone,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Phone,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Phone,China,trade_customs,Customs approval for EMC and Safety must be held in the importer's (HP entity's) name for import into China.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Phone,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Phone,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Phone,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Phone,Taiwan,hearing_aid_compatibility,Taiwan NCC telecommunications terminal equipment accessibility technical regulations apply to handsets/earpieces used against the ear.,online,existing,Now,Taiwan NCC telecommunications terminal equipment accessibility technical regulations - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Phone,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Wired Headset,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Wired Headset,EU/UK,environmental_sustainability,Product must display the EU WEEE crossed-out wheelie-bin symbol on the device housing.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU WEEE Statement),2026-09-09
Wired Headset,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing IEC 62368-1 safety/EMC standard (EMC Directive 2014/30/EU; RED does not apply - no radio transmitter) must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Wired Headset,EU/UK,safety_emc_telecom,Product must carry the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
Wired Headset,EU/UK,hearing_aid_compatibility,"The European Accessibility Act (EU) 2019/882 covers accessibility of electronic-communications terminal equipment worn against or held to the ear, effective from June 28, 2025.",online,existing,Now,Directive (EU) 2019/882 (European Accessibility Act) - cited directly; not row-level content in the five project workbooks,2026-09-24
Wired Headset,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Wired Headset,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Wired Headset,EU/UK,warranty_documentation,Setup instructions containing safety/regulatory notices must be provided in printed form for both commercial and consumer customers in the UK.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Wired Headset,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Wired Headset,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Wired Headset,US,hearing_aid_compatibility,FCC 47 CFR Section 20.19 Hearing Aid Compatibility technical requirements apply to handsets/earpieces used against the ear for telephone communication.,online,existing,Now,FCC 47 CFR Section 20.19 (Hearing Aid Compatibility) - cited directly; not row-level content in the five project workbooks,2026-09-24
Wired Headset,US,trade_customs,US customs review does not include a technical-regulations check for Safety or EMC at border entry for this product category.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Wired Headset,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Wired Headset,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Wired Headset,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Wired Headset,China,trade_customs,Customs approval for EMC and Safety must be held in the importer's (HP entity's) name for import into China.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Wired Headset,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Wired Headset,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Wired Headset,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Wired Headset,Taiwan,hearing_aid_compatibility,Taiwan NCC telecommunications terminal equipment accessibility technical regulations apply to handsets/earpieces used against the ear.,online,existing,Now,Taiwan NCC telecommunications terminal equipment accessibility technical regulations - cited directly; not row-level content in the five project workbooks,2026-09-24
Wired Headset,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Wired Headset,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Video Conferencing,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Video Conferencing,EU/UK,environmental_sustainability,Product must display the EU WEEE crossed-out wheelie-bin symbol on the device housing.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU WEEE Statement),2026-09-09
Video Conferencing,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing IEC 62368-1 safety/EMC standard (EMC Directive 2014/30/EU; RED does not apply to the wired base configuration) must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Video Conferencing,EU/UK,safety_emc_telecom,Product must carry the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
